dataset,u,v,betweenness_bucket,jaco_norm,orc,waf3,eff_resistance,commute_time,lrc,hybrid
Cornell,8,122,Low Betweenness (Intra-cluster),0.5577831864356995,0,-1.2793650793650795,0.3697822923856363,207.07808373595634,-9.843200769114059,1.568444767666822
Cornell,8,158,Medium Betweenness,0.6727221012115479,0,-0.908939014202172,0.3315581130948745,185.6725433331297,-10.470360390883933,1.6170251620375289
Cornell,8,20,Low Betweenness (Intra-cluster),0.6572460134824117,0,-0.7103174603174602,0.31793278609522574,178.04236021332642,-9.517134586944081,1.6362034664068668
Cornell,8,65,Low Betweenness (Intra-cluster),0.835832417011261,0,-0.6984126984126984,0.5828895282737188,326.4181358332825,-9.111803840031968,1.3715795551827152
Cornell,8,161,Medium Betweenness,1.130568504333496,0,-0.6507936507936507,0.9999999999999911,559.999999999995,-8.343099711596603,0.9558004008466401
Cornell,9,148,Medium Betweenness,1.754682819048564,0,0.38947368421052625,1.0000000000000002,560.0000000000001,-0.8894477954348162,0.9848837555906885
Cornell,10,142,Medium Betweenness,1.4411181608835855,0,-0.6583333333333333,1.0000000000000018,560.000000000001,-4.338703610509405,0.9555896095869403
Cornell,10,154,High Betweenness (Inter-cluster),0.6098365585009257,0,-1.3521929824561403,0.5912125183597521,331.07901028146114,-6.4830124464060095,1.344978452154831
Cornell,10,166,Medium Betweenness,1.4675402641296387,0,-0.6583333333333333,1.0000000000000013,560.0000000000008,-4.338703610509406,0.9555896095869407
Cornell,10,73,Medium Betweenness,1.4687339067459106,0,-0.6583333333333333,1.0,560.0,-4.338703610509407,0.9555896095869421
Cornell,11,57,Medium Betweenness,0.2883162498474121,0,-32.935541505278344,1.0000000000000007,560.0000000000003,-44.28045153203778,0.05319705737948945
Cornell,13,150,Low Betweenness (Intra-cluster),0.6282968521118164,0,-0.7111111111111111,0.5410524610878016,302.9893782091689,-4.846684264470348,1.4130616050918374
Cornell,13,48,Low Betweenness (Intra-cluster),1.3266610304514566,0,-0.01666666666666672,0.7311544050049004,409.4464668027442,-2.1090884342351464,1.2423746475208262
Cornell,13,67,Medium Betweenness,0.4096349378426869,0,-2.0833333333333335,0.5271117170806694,295.18256156517486,-8.514896384805452,1.388638339696109
Cornell,14,57,Medium Betweenness,0.2738176186879476,0,-32.935541505278344,1.0000000000000022,560.0000000000013,-44.28045153203788,0.0531970573794879
Cornell,15,57,Medium Betweenness,0.2901755670706431,0,-32.935541505278344,0.9999999999999971,559.9999999999984,-44.28045153203776,0.053197057379493005
Cornell,16,57,Medium Betweenness,0.29565865794817603,0,-32.935541505278344,0.9999999999999981,559.999999999999,-44.28045153203804,0.053197057379492006
Cornell,17,57,Medium Betweenness,0.2867040236790975,0,-32.935541505278344,0.9999999999999957,559.9999999999976,-44.28045153203773,0.05319705737949445
Cornell,18,96,Low Betweenness (Intra-cluster),0.8961785038312275,0,-0.5728070175438597,0.6363636363636358,356.36363636363603,-4.697842237789869,1.3216170781975436
Cornell,18,57,Medium Betweenness,0.22522084414958954,0,-32.935541505278344,0.6363636363636352,356.36363636363575,-54.36940804344507,0.4168334173794892
Cornell,19,103,Medium Betweenness,1.9850549697875977,0,0.6144736842105263,0.9999999999999984,559.9999999999991,-0.480970368120661,0.9911742105508918
Cornell,20,47,Low Betweenness (Intra-cluster),0.618730902671814,0,-0.4007936507936508,0.5304419822396984,297.0475100542311,-7.238522690973829,1.4323478083115742
Cornell,20,101,Low Betweenness (Intra-cluster),0.6107158064842224,0,-0.5293650793650793,0.3757505796380496,210.42032459730777,-9.299485166782594,1.5834446636747643
Cornell,20,109,Low Betweenness (Intra-cluster),0.6107158064842224,0,-0.20655806182121972,0.34810813334470136,194.94055467303275,-8.379940810347028,1.6201120119347845
Cornell,20,158,Low Betweenness (Intra-cluster),0.4644532799720764,0,-0.9922723475355054,0.39104027369021654,218.98255326652128,-8.114187739656222,1.5552132039036004
Cornell,21,28,Low Betweenness (Intra-cluster),0.3789454499880473,0,-1.6222222222222225,0.499811201977697,279.89427310751034,-8.07238227132621,1.428830404197601
Cornell,21,41,High Betweenness (Inter-cluster),0.5060921708742777,0,-1.0271929824561403,0.4971499882519026,278.4039934210655,-5.064884459042246,1.448127194042346
Cornell,21,147,High Betweenness (Inter-cluster),0.48905708392461134,0,-1.320050125313283,0.5229639745161561,292.8598257290474,-5.334329364896381,1.414125631738827
Cornell,21,180,Medium Betweenness,0.8259178201357522,0,-0.6777777777777778,0.6448094653397378,361.0933005902532,-3.4024337437595777,1.310236521130835
Cornell,21,85,Medium Betweenness,1.4210589726765952,0,-0.2333333333333334,1.0000000000000009,560.0000000000005,-2.1618289992909325,0.9674715800673221
Cornell,22,44,High Betweenness (Inter-cluster),1.2972468535105388,0,-0.3666666666666667,1.0000000000000013,560.0000000000008,-3.297125820480701,0.9637439030538688
Cornell,22,92,Low Betweenness (Intra-cluster),1.003548840681712,0,-0.3761904761904762,0.6929447590671569,388.04906507760785,-4.254071590725891,1.2705328782723413
Cornell,22,135,High Betweenness (Inter-cluster),0.777830402056376,0,-0.768859649122807,0.6929447590671571,388.049065077608,-4.456288148803348,1.2595547993986052
Cornell,23,62,Low Betweenness (Intra-cluster),1.6571133931477866,0,0.32380952380952377,0.7368505961956313,412.63633386955354,-1.7717704851555791,1.246197345903553
Cornell,23,171,High Betweenness (Inter-cluster),0.8040624260902405,0,-0.9515873015873016,0.736850596195632,412.63633386955394,-5.177668772506549,1.2105403401855832
Cornell,24,28,Medium Betweenness,0.7282224098841349,0,-1.0105263157894737,0.3608472139973925,202.0744398385398,-8.003920397780973,1.5848959265605091
Cornell,24,47,Medium Betweenness,0.6098886529604595,0,-1.3994152046783626,0.4784110965316466,267.9102140577221,-6.971362388907761,1.456459653912657
Cornell,24,68,Low Betweenness (Intra-cluster),0.6433957815170288,0,-1.3783625730994151,0.5753612927788402,322.2023239561505,-6.624938136113704,1.3600980392160373
Cornell,24,84,Low Betweenness (Intra-cluster),0.6301624774932861,0,-1.2116959064327486,0.43951146915224865,246.12642272525923,-6.512257504132259,1.500607457750946
Cornell,24,139,Medium Betweenness,1.1029787460962932,0,-1.066081871345029,1.0000000000000013,560.0000000000008,-4.796175289245873,0.9441899481938265
Cornell,24,159,High Betweenness (Inter-cluster),0.6425102154413859,0,-1.8994152046783628,1.0000000000000022,560.0000000000013,-5.3806764159764855,0.920891966859745
Cornell,24,57,High Betweenness (Inter-cluster),0.16829366981983185,0,-34.129985949722794,0.30144517111536406,168.80929582460388,89.41320358685671,0.718358106033058
Cornell,25,30,High Betweenness (Inter-cluster),0.860495388507843,0,-0.004970760233918181,0.6322470585628654,354.05835279520466,-3.0847470641997816,1.3416089821854935
Cornell,25,75,Low Betweenness (Intra-cluster),1.027370572090149,0,-0.1611111111111111,0.6322470585628657,354.05835279520477,-4.0807572776128,1.337243676209213
Cornell,26,57,High Betweenness (Inter-cluster),0.1534078667561213,0,-33.602208171945016,0.9999999999999966,559.9999999999981,-72.30947935529684,0.034558672312228915
Cornell,26,78,High Betweenness (Inter-cluster),1.5973386764526367,0,0.1561403508771929,0.9999999999999972,559.9999999999984,-2.4693004937257714,0.9783603208171489
Cornell,27,74,Medium Betweenness,1.0229461193084717,0,-0.393859649122807,0.6414923077845405,359.2356923593427,-2.7940980814597443,1.3214913417670333
Cornell,27,97,Low Betweenness (Intra-cluster),0.488928884267807,0,-1.7833333333333332,0.586055338126912,328.19098935107075,-5.912268904605452,1.3380819925195722
Cornell,27,91,Medium Betweenness,1.7266414960225425,0,-0.050000000000000044,0.9999999999999991,559.9999999999995,-2.1841380291863435,0.9725971359608218
Cornell,28,47,Low Betweenness (Intra-cluster),0.7469580173492432,0,-0.16666666666666663,0.4672335015868996,261.65076088866374,-4.726339731091772,1.502101911659482
Cornell,28,84,Low Betweenness (Intra-cluster),0.7619404395421346,0,-0.010526315789473717,0.46202359473221916,258.7332130500427,-4.257064429758927,1.5116771244383438
Cornell,29,179,Medium Betweenness,2.6255640983581543,0,0.8228070175438595,1.0000000000000058,560.0000000000032,-0.7144080500638238,0.9969987058844048
Cornell,29,57,High Betweenness (Inter-cluster),0.15847131609916687,0,-33.76887483861168,1.0000000000000009,560.0000000000005,-48.61729420764445,0.029899076045408524
Cornell,30,57,High Betweenness (Inter-cluster),0.05465021232763925,0,-34.229985949722796,0.33821969519153455,189.40302930725935,42.88302688752833,0.6787878245645433
Cornell,30,66,High Betweenness (Inter-cluster),0.2839993039766947,0,-2.3494152046783623,0.31032749153105,173.783395257388,-12.022558451617076,1.5979835585115647
Cornell,30,67,Medium Betweenness,0.23159072299798333,0,-2.2883040935672514,0.36777712652737393,205.9551908553294,-11.019546785740374,1.5422424427209034
Cornell,30,146,High Betweenness (Inter-cluster),0.3279340863227844,0,-1.3160818713450293,0.333170690115582,186.57558646472592,-10.047564322577339,1.604029857009725
Cornell,31,158,Low Betweenness (Intra-cluster),0.7854288419087727,0,-0.3243943191311613,0.578071588089784,323.72008933027905,-3.6435277078735275,1.3868541431813957
Cornell,31,57,Medium Betweenness,0.21320346991221112,0,-32.983160552897395,0.5780715880897834,323.7200893302787,-129.00605094706475,0.4737941518513298
Cornell,32,57,Medium Betweenness,0.30058489243189496,0,-32.935541505278344,0.9999999999999989,559.9999999999994,-44.28045153203774,0.05319705737949123
Cornell,33,51,Medium Betweenness,2.8005659580230713,0,0.8228070175438595,1.0000000000000009,560.0000000000005,-0.7144080500638244,0.9969987058844096
Cornell,33,57,High Betweenness (Inter-cluster),0.16591255366802216,0,-33.76887483861168,1.0000000000000018,560.000000000001,-48.61729420764449,0.029899076045407636
Cornell,34,57,Medium Betweenness,0.2679458608229955,0,-32.935541505278344,0.9999999999999984,559.9999999999991,-44.280451532037894,0.05319705737949167
Cornell,35,79,Medium Betweenness,2.599530140558879,0,0.6333333333333333,1.0,560.0,-1.8867538060173288,0.9917014806547669
Cornell,36,151,Medium Betweenness,2.4473002751668296,0,0.6333333333333333,1.0000000000000016,560.0000000000009,-1.5569277507575703,0.9917014806547654
Cornell,37,57,Medium Betweenness,0.2726242343584696,0,-32.935541505278344,0.9999999999999991,559.9999999999995,-44.280451532037425,0.05319705737949101
Cornell,38,169,Low Betweenness (Intra-cluster),1.5902572075525918,0,0.37575757575757573,0.7142857142857135,399.99999999999955,-2.3579161813492533,1.2702145692813749
Cornell,38,176,High Betweenness (Inter-cluster),0.5445791880289713,0,-1.8946172248803825,0.7142857142857135,399.99999999999955,-7.604598819280414,1.2067403896094187
Cornell,39,66,Medium Betweenness,0.8973481059074402,0,-1.4611111111111108,0.9999999999999992,559.9999999999995,-10.470600485882583,0.9331458875684452
Cornell,40,57,Medium Betweenness,0.286902000506719,0,-32.935541505278344,1.0000000000000007,560.0000000000003,-44.28045153203762,0.05319705737948945
Cornell,41,66,High Betweenness (Inter-cluster),0.2755451500415802,0,-2.3383040935672517,0.3947264554267714,221.046815038992,-18.776213192568047,1.5138952352109545
Cornell,41,67,High Betweenness (Inter-cluster),0.32074152429898584,0,-1.943859649122807,0.39005390154036057,218.43018486260192,-10.620258306684047,1.529595500215438
Cornell,41,57,High Betweenness (Inter-cluster),0.08103045572837193,0,-33.88554150527835,0.3330368265613094,186.50062287433326,59.76502270923226,0.6936005254276932
Cornell,42,164,Low Betweenness (Intra-cluster),1.0334262649218242,0,0.2521929824561404,0.5908109542380741,330.8541343733215,-0.14652623937030054,1.3902347613883181
Cornell,42,57,Medium Betweenness,0.2370843142271042,0,-32.86887483861168,0.5908109542380734,330.8541343733211,-78.75733322212807,0.4642499375562503
Cornell,43,104,Low Betweenness (Intra-cluster),0.7276148994763693,0,-0.7061403508771928,0.6249999999999991,349.9999999999995,-4.2249168206188905,1.329253037434091
Cornell,43,57,Medium Betweenness,0.28746291995048523,0,-32.36887483861168,0.5000000000000003,280.00000000000017,-46.753122829195114,0.5690396796866617
Cornell,43,95,Low Betweenness (Intra-cluster),1.29090146223704,0,0.39385964912280697,0.6250000000000002,350.0000000000001,-0.7511068010426226,1.3600063727950764
Cornell,44,134,Medium Betweenness,2.619263013203939,0,0.5833333333333333,1.0000000000000018,560.000000000001,-1.9858713369421293,0.9903036017747204
Cornell,45,57,Medium Betweenness,0.28867968916893005,0,-32.935541505278344,0.9999999999999989,559.9999999999994,-44.280451532037915,0.05319705737949123
Cornell,46,57,Medium Betweenness,0.19188676774501803,0,-33.0870566567935,0.5655578904126737,316.71241863109725,-99.3653946309829,0.48340316601619626
Cornell,46,176,Low Betweenness (Intra-cluster),0.5639110803604126,0,-1.540231259968102,0.565557890412673,316.7124186310969,-11.878866885741411,1.365375985109884
Cornell,48,157,Medium Betweenness,1.842106064160665,0,0.40614035087719297,0.7311544050049003,409.44646680274417,-0.7902399795374643,1.2541953075240126
Cornell,49,66,Low Betweenness (Intra-cluster),0.45199810465176904,0,-1.8388888888888888,0.4118001849456328,230.60810356955437,-11.397242244278328,1.5107839452026934
Cornell,49,67,Low Betweenness (Intra-cluster),0.38641081253687537,0,-1.7777777777777777,0.4657547014124175,260.8226327909538,-9.096090234016327,1.45853794790662
Cornell,49,146,Low Betweenness (Intra-cluster),0.5219222903251648,0,-0.8055555555555556,0.4268006772492856,239.00837925959993,-9.462299043739266,1.5246729499033056
Cornell,50,57,High Betweenness (Inter-cluster),0.1591523090998332,0,-33.411731981468826,0.5926983469389199,331.9110742857951,-447.70575329726427,0.44718557417664806
Cornell,50,171,High Betweenness (Inter-cluster),0.7764205137888591,0,-0.6287802840434421,0.5926983469389201,331.9110742857953,-5.4562644959558275,1.3637174902438682
Cornell,52,53,Medium Betweenness,1.6908771991729736,0,0.3144736842105263,1.0000000000000009,560.0000000000005,-1.0900445254422235,0.9827869372706205
Cornell,53,92,High Betweenness (Inter-cluster),0.7708795269330343,0,-0.5783834586466166,0.5915132196309918,331.2474029933554,-3.478947125600558,1.366311590696816
Cornell,53,57,High Betweenness (Inter-cluster),0.10933138926823935,0,-34.035541505278346,0.45031333818811103,252.17546938534218,575.0584356600605,0.5721303783335229
Cornell,54,63,Medium Betweenness,1.5549546877543132,0,0.15909090909090906,1.0,560.0,-3.9723950824009258,0.9784428112773719
Cornell,55,57,Medium Betweenness,0.2764532268047333,0,-32.935541505278344,0.999999999999998,559.9999999999989,-44.28045153203784,0.05319705737949212
Cornell,56,104,Medium Betweenness,1.710236668586731,0,0.10614035087719298,1.0000000000000004,560.0000000000002,-2.6030571215683365,0.9769624419371007
Cornell,57,58,Medium Betweenness,0.2841614782810211,0,-32.935541505278344,0.9999999999999993,559.9999999999997,-44.28045153203766,0.053197057379490785
Cornell,57,59,Medium Betweenness,0.30369535088539124,0,-32.935541505278344,1.0000000000000004,560.0000000000002,-44.280451532037745,0.053197057379489675
Cornell,57,60,Medium Betweenness,0.2819983462492625,0,-32.935541505278344,0.9999999999999991,559.9999999999995,-44.280451532037816,0.05319705737949101
Cornell,57,61,Medium Betweenness,0.28756399949391687,0,-32.935541505278344,0.9999999999999982,559.999999999999,-44.28045153203774,0.053197057379491895
Cornell,57,68,Medium Betweenness,0.19803306460380554,0,-33.04665261638946,0.5753612927788402,322.2023239561505,-112.25202156150434,0.4747293628430496
Cornell,57,71,Medium Betweenness,0.3106355567773183,0,-32.935541505278344,0.9999999999999987,559.9999999999992,-44.2804515320378,0.05319705737949145
Cornell,57,72,High Betweenness (Inter-cluster),0.1016020675500234,0,-34.26887483861168,0.7272727272727267,407.27272727272697,-67.74197035006627,0.28864755724496005
Cornell,57,74,High Betweenness (Inter-cluster),0.15432984133561453,0,-33.46887483861168,0.6414923077845397,359.23569235934224,-95.10024777724253,0.3967940379560597
Cornell,57,76,Medium Betweenness,0.2809385508298874,0,-32.935541505278344,0.9999999999999993,559.9999999999997,-44.28045153203784,0.053197057379490785
Cornell,57,77,High Betweenness (Inter-cluster),0.1988851179679235,0,-33.26887483861168,0.6250000000000023,350.0000000000013,-51.58703734515351,0.4188778610958534
Cornell,57,80,Medium Betweenness,0.29475844899813336,0,-32.935541505278344,0.9999999999999993,559.9999999999997,-44.280451532037745,0.053197057379490785
Cornell,57,81,Medium Betweenness,0.2907746136188507,0,-32.935541505278344,0.9999999999999982,559.999999999999,-44.28045153203771,0.053197057379491895
Cornell,57,82,High Betweenness (Inter-cluster),0.10178757707277933,0,-34.435541505278344,0.9999999999999981,559.999999999999,-68.98111852707594,0.011260690978146855
Cornell,57,84,High Betweenness (Inter-cluster),0.13741122682889303,0,-33.37998594972279,0.44222291377154294,247.64483171206405,463.9599909283823,0.5985485479853302
Cornell,57,86,Medium Betweenness,0.2838868399461111,0,-32.935541505278344,0.9999999999999991,559.9999999999995,-44.2804515320378,0.05319705737949101
Cornell,57,88,Medium Betweenness,0.2854870955149333,0,-32.935541505278344,0.9999999999999984,559.9999999999991,-44.280451532037794,0.05319705737949167
Cornell,57,89,High Betweenness (Inter-cluster),0.10345486551523209,0,-33.70220817194501,0.42517398280445107,238.0974303704926,124.94131957486218,0.6065889259994215
Cornell,57,90,Medium Betweenness,0.2930016616980235,0,-32.935541505278344,0.9999999999999989,559.9999999999994,-44.28045153203781,0.05319705737949123
Cornell,57,95,Medium Betweenness,0.2648874521255493,0,-32.76887483861168,0.6250000000000003,350.00000000000017,-43.99127571009576,0.43285664989630374
Cornell,57,96,High Betweenness (Inter-cluster),0.1592551867167155,0,-34.01887483861168,0.5454545454545427,305.45454545454396,-83.60822678132769,0.4774551316451853
Cornell,57,98,Medium Betweenness,0.2972851097583771,0,-32.935541505278344,0.9999999999999998,559.9999999999999,-44.280451532037794,0.05319705737949034
Cornell,57,99,High Betweenness (Inter-cluster),0.29091280698776245,0,-32.435541505278344,0.4000000000000002,224.0000000000001,-43.472451431450466,0.667175840179935
Cornell,57,100,Medium Betweenness,0.2815932134787242,0,-32.935541505278344,1.0,560.0,-44.280451532037816,0.05319705737949012
Cornell,57,103,High Betweenness (Inter-cluster),0.10220129042863846,0,-34.060541505278344,0.5709859461798106,319.7521298606939,-577.5668702901584,0.45075883210852774
Cornell,57,104,High Betweenness (Inter-cluster),0.14930338660875955,0,-33.86887483861168,0.625,350.0,-77.42292605615556,0.4021033145353176
Cornell,57,105,Medium Betweenness,0.21233415603637695,0,-32.935541505278344,0.5999999999999989,335.9999999999994,-44.13019706682263,0.453197053379489
Cornell,57,106,Medium Betweenness,0.29552385210990906,0,-32.935541505278344,0.999999999999998,559.9999999999989,-44.280451532037766,0.05319705737949212
Cornell,57,107,Medium Betweenness,0.28558866182963055,0,-32.935541505278344,0.9999999999999987,559.9999999999992,-44.280451532037794,0.05319705737949145
Cornell,57,108,Medium Betweenness,0.2873273591200511,0,-32.935541505278344,0.9999999999999993,559.9999999999997,-44.28045153203779,0.053197057379490785
Cornell,57,109,High Betweenness (Inter-cluster),0.044124619414409004,0,-34.437128806865644,0.3773466422523172,211.3141196612976,39.32699883971684,0.6338696653919877
Cornell,57,110,High Betweenness (Inter-cluster),0.10687481860319772,0,-33.71331928305612,0.4159197999116411,232.915087950519,121.08918137766871,0.6155324690485685
Cornell,57,112,Medium Betweenness,0.27968263626098633,0,-32.935541505278344,0.9999999999999984,559.9999999999991,-44.280451532037766,0.05319705737949167
Cornell,57,113,Medium Betweenness,0.27318294843037927,0,-32.935541505278344,0.9999999999999978,559.9999999999987,-44.28045153203777,0.05319705737949234
Cornell,57,114,Medium Betweenness,0.2795765896638234,0,-32.935541505278344,0.9999999999999991,559.9999999999995,-44.28045153203774,0.05319705737949101
Cornell,57,116,High Betweenness (Inter-cluster),0.14915934701760608,0,-33.76887483861168,1.0000000000000016,560.0000000000009,-48.617294207644505,0.029899076045407858
Cornell,57,119,Medium Betweenness,0.2691429853439331,0,-32.935541505278344,0.9999999999999949,559.9999999999972,-44.28045153203775,0.053197057379495226
Cornell,57,123,Medium Betweenness,0.31497621536254883,0,-32.935541505278344,0.9999999999999993,559.9999999999997,-44.280451532037745,0.053197057379490785
Cornell,57,124,Medium Betweenness,0.28508177399635315,0,-32.935541505278344,0.9999999999999984,559.9999999999991,-44.28045153203778,0.05319705737949167
Cornell,57,127,Medium Betweenness,0.2805856764316559,0,-32.935541505278344,1.0,560.0,-44.28045153203775,0.05319705737949012
Cornell,57,128,Medium Betweenness,0.2939135829607646,0,-33.435541505278344,0.9999999999999984,559.9999999999991,-45.70767479334337,0.039218268579043286
Cornell,57,131,Medium Betweenness,0.2870387335618337,0,-32.935541505278344,1.0000000000000002,560.0000000000001,-44.28045153203773,0.0531970573794899
Cornell,57,132,Medium Betweenness,0.2984115282694499,0,-32.935541505278344,1.0000000000000002,560.0000000000001,-44.28045153203776,0.0531970573794899
Cornell,57,135,High Betweenness (Inter-cluster),0.11110546439886093,0,-34.035541505278346,0.4830622758301152,270.5148744648645,405.22272106197534,0.5393814410190083
Cornell,57,141,Medium Betweenness,0.2943795124689738,0,-32.935541505278344,1.0000000000000018,560.000000000001,-44.28045153203775,0.05319705737948834
Cornell,57,144,High Betweenness (Inter-cluster),0.15654147664705914,0,-33.352208171945016,0.5672125304371357,317.639017044796,3172.282099552539,0.47433553194743683
Cornell,57,145,Medium Betweenness,0.20237721502780914,0,-33.0870566567935,0.5655578904126727,316.7124186310967,-99.36539463098099,0.48340316601619726
Cornell,57,147,High Betweenness (Inter-cluster),0.11885269731283188,0,-33.74982721956406,0.43027307518810165,240.95292210533694,112.7095839210257,0.6001585204476715
Cornell,57,148,High Betweenness (Inter-cluster),0.07786627610524495,0,-34.33554150527834,0.4402094857454795,246.51731201746853,89.01597101738102,0.5738469573948469
Cornell,57,153,High Betweenness (Inter-cluster),0.1800994674364726,0,-33.103723323460166,0.37824968559245914,211.8198239317771,-103.7835628615376,0.6702454093366462
Cornell,57,154,High Betweenness (Inter-cluster),0.11017348368962607,0,-33.785541505278346,0.45940029375603136,257.2641645033776,942.6121996540655,0.5700328172566964
Cornell,57,155,Medium Betweenness,0.2596774697303772,0,-32.602208171945016,0.4749999999999989,265.9999999999994,-43.18635141775457,0.5875162446631202
Cornell,57,156,Medium Betweenness,0.277050256729126,0,-32.935541505278344,0.9999999999999996,559.9999999999998,-44.28045153203774,0.05319705737949056
Cornell,57,157,High Betweenness (Inter-cluster),0.17146645983060202,0,-33.602208171945016,0.7311544050049007,409.4464668027444,-122.81718082232649,0.3034042646188673
Cornell,57,158,High Betweenness (Inter-cluster),0.18592731157938638,0,-33.19427166400851,0.3122863523591391,174.88035732111788,68.88495590413116,0.7336772296528198
Cornell,57,160,High Betweenness (Inter-cluster),0.17480985820293427,0,-33.285541505278346,0.4880506614059624,273.308370387339,-73.39501848528373,0.5553612386937175
Cornell,57,163,Medium Betweenness,0.2681815524895986,0,-32.935541505278344,1.0000000000000016,560.0000000000009,-44.28045153203774,0.053197057379488565
Cornell,57,164,High Betweenness (Inter-cluster),0.18364471197128296,0,-33.160541505278346,0.3632438169522971,203.4165374932864,576.3222097562748,0.6836627790994259
Cornell,57,165,High Betweenness (Inter-cluster),0.07261600345373154,0,-34.002208171945014,0.35048201504634247,196.26992842595178,73.49043269123537,0.6728936197303408
